11,468.3524,11,401.3857,11,464.1369,11,470.9124,97.34
12,501.8825,12,382.4373,12,447.8497,12,400.6102,97.39
13,481.758,13,385.7695,13,504.0737,13,468.2164,97.38
14,505.3714,14,471.2293,14,437.019,14,418.805,97.4
15,416.0826,15,378.3508,15,414.0202,15,416.3676,97.42
16,465.8001,16,394.0056,16,464.2728,16,431.1089,97.45
17,478.7429,17,434.5678,17,403.5124,17,432.6228,97.49
18,452.8256,18,444.6665,18,420.0785,18,401.6004,97.46
19,421.2574,19,379.7755,19,422.4004,19,425.3945,97.48
20,444.2931,20,497.0902,20,447.0552,20,382.3038,97.48
21,390.4524,21,378.5144,21,397.4535,21,417.6465,97.45
22,421.68,22,367.7992,22,398.7306,22,448.8156,97.47
23,411.5436,23,430.2875,23,363.5695,23,438.2963,97.45
24,412.1622,24,386.1003,24,449.3778,24,413.6011,97.43
25,445.8755,25,356.564,25,380.8163,25,432.3542,97.45
26,465.5265,26,443.2099,26,397.7274,26,414.2037,97.43
27,435.3706,27,390.6264,27,396.1672,27,434.2776,97.43
28,430.7404,28,430.7618,28,484.7485,28,397.438,97.45
29,418.5019,29,422.7857,29,455.8189,29,493.9504,97.45
30,409.8863,30,454.4649,30,416.6042,30,456.0514,97.4
31,472.5071,31,438.3927,31,448.5789,31,393.1534,97.37
32,411.3643,32,426.9378,32,490.6718,32,421.5755,97.35
33,440.571,33,418.3611,33,422.6423,33,440.9196,97.33
34,472.9378,34,437.0724,34,422.8079,34,374.6407,97.33
35,397.1107,35,426.2708,35,416.8512,35,428.7354,97.31
36,392.1558,36,406.4733,36,409.6335,36,400.5447,97.32
37,488.5565,37,459.9558,37,445.1654,37,371.6011,97.27
38,424.3964,38,591.7886,38,440.702,38,424.4351,97.29
39,411.6759,39,425.4037,39,436.9083,39,417.7266,97.31
40,475.6031,40,419.8711,40,474.6577,40,431.6151,97.33
41,440.0692,41,438.2118,41,409.7519,41,400.8643,97.3
42,449.3158,42,521.1874,42,425.4961,42,457.1129,97.31
43,437.1799,43,463.5998,43,411.0143,43,454.2302,97.33
44,419.272,44,435.7856,44,479.0858,44,453.4863,97.31
45,406.805,45,434.9946,45,464.6085,45,374.6045,97.3
46,406.3837,46,567.3401,46,422.4808,46,445.3302,97.3
47,410.6772,47,458.4524,47,427.6663,47,375.7925,97.29
48,391.2723,48,573.5994,48,424.0871,48,463.1708,97.29
49,377.9381,49,563.0605,49,442.9997,49,444.4345,97.25
50,401.1387,50,496.5522,50,423.0736,50,426.469,97.27
51,453.0072,51,493.7633,51,387.086,51,442.0585,97.26
52,457.0461,52,499.998,52,398.8902,52,365.671,97.27
53,389.587,53,479.7096,53,422.1177,53,398.2446,97.27
54,434.9629,54,500.5114,54,434.9791,54,417.2891,97.28
55,419.2188,55,461.9431,55,453.0186,55,425.1785,97.29
56,372.451,56,556.4732,56,395.7994,56,350.2183,97.27
57,393.5457,57,504.9967,57,441.5898,57,370.9023,97.24
58,439.3565,58,453.1218,58,431.6788,58,484.2086,97.24
59,412.3766,59,489.4858,59,405.8657,59,378.9274,97.25
60,432.5028,60,514.196,60,409.2342,60,395.7818,97.23
61,406.1082,61,486.3191,61,427.4394,61,443.4816,97.22
62,396.8165,62,505.3743,62,408.4014,62,360.2954,97.2
63,411.5934,63,466.772,63,380.8315,63,390.0578,97.18
64,419.2788,64,469.3793,64,425.9376,64,465.2302,97.18
65,421.6901,65,507.1711,65,424.7114,65,420.9649,97.17
66,430.773,66,532.0936,66,446.7392,66,463.8213,97.13
67,419.3108,67,482.8668,67,372.7187,67,377.5714,97.14
68,413.9599,68,570.6807,68,373.4316,68,349.9446,97.16
69,401.8726,69,569.752,69,397.9853,69,343.6625,97.16
70,368.1671,70,519.0633,70,459.2541,70,379.5061,97.15
