model,epoch,average_loss,accuracy,correct_data,total_data
51,11,0.6246470288439163,73.88492417484389,6626,8968
51,11,0.0,100.0,8968,8968
74,11,0.10515664056289101,95.48394290811774,8563,8968
74,11,0.0,100.0,8968,8968
global,11,0.0011337046900595457,100.0,8968,8968
51,12,0.00751950696950245,99.78813559322035,8949,8968
51,12,15895252.691347012,0.0,0,8968
74,12,0.016557015733457737,99.28635147190009,8904,8968
74,12,41200379.0544157,0.0,0,8968
global,12,0.058946393029996914,97.93710972346119,8783,8968
51,13,0.000788537104058686,99.96654772524532,8965,8968
51,13,731758.2061217662,0.0,0,8968
74,13,0.00017704663938229265,100.0,8968,8968
74,13,0.0,100.0,8968,8968
global,13,1.4854086991525753e-06,100.0,8968,8968
51,14,3.432066863175727e-06,100.0,8968,8968
51,14,4614837.840767172,0.0,0,8968
74,14,9.064396516018988e-05,100.0,8968,8968
74,14,4992610.868421053,0.0,0,8968
global,14,0.00012523826337126356,99.98884924174844,8967,8968
51,15,3.3017937847199927e-08,100.0,8968,8968
51,15,150185.90533006244,67.95272078501338,6094,8968
74,15,1.2628087541855772e-09,100.0,8968,8968
74,15,106668.11253902766,1.4272970561998217,128,8968
global,15,0.0,100.0,8968,8968
51,16,6.728089247828972e-08,100.0,8968,8968
51,16,103040.83455062444,0.0,0,8968
74,16,0.0,100.0,8968,8968
74,16,2162710.1262265835,0.0,0,8968
global,16,3.0297575497701305e-07,100.0,8968,8968
51,17,1.1963461760544865e-10,100.0,8968,8968
51,17,2246071.445807315,0.0,0,8968
74,17,0.0,100.0,8968,8968
74,17,340715.27191123995,0.0,0,8968
global,17,0.0,100.0,8968,8968
51,18,0.0,100.0,8968,8968
51,18,294820.8844223907,0.0,0,8968
74,18,0.0,100.0,8968,8968
74,18,2527706.913470116,0.0,0,8968
global,18,3.1902554896564664e-10,100.0,8968,8968
51,19,0.0,100.0,8968,8968
51,19,1112949.2031668155,0.0,0,8968
74,19,0.0,100.0,8968,8968
74,19,2835887.8291703835,0.0,0,8968
global,19,0.0,100.0,8968,8968
51,20,3.5624106341018737e-09,100.0,8968,8968
51,20,1291161.2930419268,0.0,0,8968
74,20,0.0,100.0,8968,8968
74,20,13173233.922390722,0.0,0,8968
global,20,0.0048874713742916714,99.83273862622659,8953,8968
