17,33,77,11,37,53,39,57,63,48
1.0,0.5767022111990153,0.0,0.8378049804981305,1.0,0.15159285268929124,1.0,0.0,0.8291671590907662,0.15159285268929124
0.2746149431147613,0.5253523446226037,0.782050761656761,0.46639138345950254,0.41017091751927964,0.6217119352866988,0.08575000730725155,0.782050761656761,0.46831177296070553,0.6217119352866988
17,33,77,11,63,50,39,72,88,71
1.0,0.4493220536975816,0.4493220536975816,0.882424303958691,1.0,1.0,1.0,1.0,1.0,1.0
0.42617738576139563,0.5906673908750245,0.5906673908750245,0.5006888470307813,0.294857027495032,0.4579743081936806,0.16005601764403565,0.4579743081936806,0.46564341810651105,0.24955702038549316
17,33,77,11,92,23,26,50,14,76
0.6308179690197746,0.0041541867160651,0.0041541867160651,0.4952753318899991,1.0,1.0,0.0,1.0,0.0,1.0
0.4963017282904172,0.6420619018399983,0.6420619018399983,0.5283010535825926,0.05436821314711642,0.3714073718560571,0.682457560662866,0.15709343652062283,0.682457560662866,0.3714073718560571
17,33,77,11,49,86,26,58,6,94
0.5131565781573397,0.1461286355370972,0.1335322996949017,0.5626733794576483,1.0,1.0,0.1335322996949017,0.234744353760589,0.234744353760589,1.0
0.5407612664654974,0.6236552027778136,0.6264374454524352,0.5294701899787742,0.08752497086700842,0.13591493148340103,0.6264374454524352,0.6039199606315224,0.6039199606315224,0.16830027919179583
17,33,77,11,61,71,8,69,89,64
1.0,0.4381163950383601,0.4381163950383601,0.7232338593591208,1.0,0.6767877758462744,1.0,1.0,1.0,0.6767877758462744
0.49724273878049957,0.6270548857971586,0.6270548857971586,0.5723725651577525,0.23030151044705563,0.5812207586589544,0.3422281247838897,0.23030151044705563,0.2368163285233665,0.5812207586589544
17,33,77,11,38,64,29,23,83,43
0.7206590989771194,0.12249347206152461,0.12249347206152461,0.2074638589883892,1.0,1.0,1.0,1.0,1.0,1.0
0.4970371931343625,0.6313682069556918,0.6313682069556918,0.6126481882040639,0.0936660351001558,0.37417340950851913,0.28215711868665966,0.22424088326858682,0.2498972023019839,0.2898693615026211
17,33,77,11,56,45,1,50,16,12
0.5647916663394219,0.0,0.0,0.21868720141224407,0.16914376068908615,1.0,1.0,0.16914376068908615,1.0,1.0
0.5033830943361665,0.6461017306063546,0.6461017306063546,0.5861797620585437,0.5978205657387323,0.27572072111557283,0.03792258928502059,0.5978205657387323,0.27572072111557283,0.12683364352571846
