201,894.1882,201,865.4267,201,647.1286,201,654.7038,75.99
202,985.0369,202,776.0517,202,649.424,202,680.5592,76.14
203,790.2271,203,794.6322,203,649.4729,203,647.0629,76.19
204,928.6321,204,843.6385,204,622.1229,204,667.2423,76.27
205,772.5622,205,821.935,205,609.0379,205,646.2181,76.46
206,911.6213,206,887.718,206,583.8365,206,622.5817,76.55
207,727.5,207,858.8661,207,591.7747,207,670.1235,76.64
208,829.6842,208,843.2795,208,583.77,208,631.726,76.59
209,887.0672,209,748.291,209,618.1159,209,603.6074,76.64
210,751.3649,210,927.8087,210,648.2647,210,641.4063,76.76
211,817.0148,211,769.9713,211,619.231,211,606.9847,76.76
212,901.0547,212,719.7481,212,603.3802,212,606.3869,76.82
213,720.9804,213,786.1854,213,583.0535,213,617.9565,76.83
214,625.7137,214,852.493,214,592.1705,214,565.888,76.93
215,725.5524,215,980.231,215,586.4924,215,532.0701,77.01
216,755.3263,216,829.6335,216,606.3136,216,621.9522,77.03
217,852.5558,217,882.6236,217,577.7753,217,658.3951,77.11
218,674.2223,218,810.3013,218,532.4782,218,612.113,77.13
219,580.7354,219,862.5596,219,561.1,219,570.5044,77.2
220,772.9193,220,663.072,220,559.7298,220,567.5923,77.29
221,743.7837,221,933.0268,221,558.4386,221,578.1744,77.44
222,723.2458,222,817.393,222,617.564,222,637.2512,77.47
223,764.5161,223,831.7546,223,592.8554,223,549.2858,77.47
224,903.8119,224,699.8551,224,581.5908,224,508.8013,77.54
225,750.457,225,854.1366,225,540.5612,225,581.8046,77.57
226,775.976,226,823.4733,226,564.2849,226,551.4266,77.53
227,890.5444,227,942.8425,227,568.6177,227,544.8693,77.52
228,621.3153,228,703.0632,228,543.6021,228,533.6676,77.51
229,737.2717,229,779.9074,229,569.347,229,567.158,77.61
230,663.9893,230,1011.8024,230,543.4141,230,500.3802,77.64
231,833.8305,231,756.0791,231,530.1656,231,506.8387,77.68
232,615.577,232,1021.8088,232,551.8326,232,506.525,77.74
233,626.6413,233,796.1888,233,533.624,233,529.0632,77.8
234,702.6699,234,767.4963,234,551.5585,234,490.4649,77.82
235,736.6175,235,820.4317,235,511.9994,235,512.7153,77.89
236,568.6947,236,724.466,236,510.0479,236,523.719,77.98
237,642.3835,237,668.0898,237,532.5342,237,532.9629,78.02
238,553.1034,238,792.613,238,481.1974,238,501.8422,78.0
239,693.9344,239,783.4768,239,526.8768,239,485.556,78.05
240,575.1673,240,864.7539,240,496.611,240,516.6178,78.02
