model,epoch,average_loss,accuracy,correct_data,total_data
0,21,0.6512896312541099,80.3819095477387,7998,9950
0,21,nan,0.0,0,9950
global,21,0.660517104642475,80.18090452261306,7978,9950
global,22,0.9959368605110513,70.63316582914572,7028,9950
20,23,0.14750316879857125,95.74874371859296,9527,9950
20,23,nan,0.0,0,9950
global,23,0.23906890960194957,93.36683417085428,9290,9950
global,24,0.4077814960000503,88.67336683417085,8823,9950
74,25,0.06716875380307585,97.85929648241206,9737,9950
74,25,nan,0.0,0,9950
global,25,0.08460909695481535,97.42713567839196,9694,9950
global,26,0.1470754772095225,95.47738693467338,9500,9950
95,27,0.03389710631876735,98.84422110552764,9835,9950
95,27,nan,0.0,0,9950
global,27,0.05994772728813354,97.96984924623115,9748,9950
global,28,0.10843685766560349,96.8140703517588,9633,9950
global,29,0.1637805759277775,95.50753768844221,9503,9950
global,30,0.25139406822434623,93.39698492462311,9293,9950
global,31,0.3650195039816238,90.5427135678392,9009,9950
global,32,0.4563838288292813,88.45226130653266,8801,9950
global,33,0.5551142598636186,86.02010050251256,8559,9950
global,34,0.6614705874572447,83.52763819095478,8311,9950
global,35,0.7642031857476163,81.27638190954774,8087,9950
global,36,0.8847588390561204,78.53266331658291,7814,9950
