21,141.595,21,112.7627,21,146.9727,21,110.6244,0.5
22,264.4255,22,229.1847,22,251.2001,22,194.836,0.5
23,449.4426,23,431.5893,23,511.8735,23,355.7343,0.5
24,436.1881,24,404.7549,24,506.7229,24,595.231,0.5
25,139.351,25,166.5351,25,153.1129,25,211.0477,0.5
26,163.131,26,179.2908,26,157.5953,26,189.1643,0.5
27,197.1779,27,172.1772,27,182.5173,27,202.869,0.5
28,200.3773,28,159.5296,28,204.1113,28,132.1499,0.5
29,127.4282,29,92.5433,29,147.0386,29,138.5697,0.5
30,134.0846,30,114.0314,30,136.2928,30,82.2738,0.5
31,117.7376,31,77.8584,31,129.2257,31,67.5177,0.5
32,91.4367,32,150.03,32,94.656,32,82.292,0.5
33,95.6656,33,54.5536,33,79.8265,33,51.1292,0.5
34,93.5812,34,87.4964,34,103.1877,34,66.2651,0.5
35,100.8404,35,58.0909,35,93.2047,35,53.9896,0.5
36,68.0532,36,65.4991,36,84.2384,36,46.81,0.5
37,70.764,37,40.6944,37,64.758,37,45.0196,0.5
38,58.9784,38,59.6983,38,86.0753,38,43.9402,0.5
