model,epoch,average_loss,accuracy,correct_data,total_data
0,21,0.9496110346808505,71.0251256281407,7067,9950
0,21,nan,0.0,0,9950
20,21,0.8418851421107,75.58793969849246,7521,9950
20,21,nan,0.0,0,9950
74,21,0.6192821782557808,79.64824120603015,7925,9950
74,21,nan,0.0,0,9950
95,21,0.520933389328233,82.50251256281406,8209,9950
95,21,nan,0.0,0,9950
global,21,nan,0.0,0,9950
0,22,0.32096308511705257,90.82412060301507,9037,9950
0,22,nan,0.0,0,9950
20,22,0.3879435264884527,87.1859296482412,8675,9950
20,22,nan,0.0,0,9950
74,22,0.1710659819920243,94.53266331658291,9406,9950
74,22,nan,0.0,0,9950
95,22,0.16929905907592582,93.16582914572864,9270,9950
95,22,nan,0.0,0,9950
global,22,nan,0.0,0,9950
0,23,8.65207558790044,0.0,0,9950
0,23,nan,0.0,0,9950
20,23,12.840899710343711,0.0,0,9950
20,23,nan,0.0,0,9950
74,23,0.3669390051568573,91.89949748743719,9144,9950
74,23,nan,0.0,0,9950
95,23,18.272159945233984,0.0,0,9950
95,23,nan,0.0,0,9950
global,23,nan,0.0,0,9950
0,24,1.2046254799234208,76.44221105527637,7606,9950
0,24,nan,0.0,0,9950
20,24,1.5294574116462438,57.206030150753776,5692,9950
20,24,nan,0.0,0,9950
74,24,0.3379807975423995,87.89949748743719,8746,9950
74,24,nan,0.0,0,9950
95,24,0.053819172280517656,100.0,9950,9950
95,24,nan,0.0,0,9950
global,24,nan,0.0,0,9950
0,25,3.1132841737066683,83.59798994974874,8318,9950
0,25,nan,0.0,0,9950
20,25,1.5744972246256306,88.45226130653266,8801,9950
20,25,nan,0.0,0,9950
74,25,0.27248232659383037,93.4572864321608,9299,9950
74,25,nan,0.0,0,9950
95,25,1.2279126279917194,92.31155778894473,9185,9950
95,25,nan,0.0,0,9950
global,25,nan,0.0,0,9950
0,26,0.27619259963682546,97.68844221105527,9720,9950
0,26,nan,0.0,0,9950
20,26,0.49661883819043334,93.91959798994975,9345,9950
20,26,nan,0.0,0,9950
74,26,0.2345218287760289,92.74371859296483,9228,9950
74,26,nan,0.0,0,9950
95,26,2.257634841688913,65.44723618090453,6512,9950
95,26,nan,0.0,0,9950
global,26,nan,0.0,0,9950
0,27,0.6655124894338637,72.79396984924624,7243,9950
0,27,nan,0.0,0,9950
20,27,0.4284851702972872,79.23618090452261,7884,9950
20,27,nan,0.0,0,9950
74,27,0.822021616260011,81.71859296482413,8131,9950
74,27,nan,0.0,0,9950
95,27,1.1214391411249363,55.64824120603015,5537,9950
95,27,nan,0.0,0,9950
global,27,nan,0.0,0,9950
