model,epoch,average_loss,accuracy,correct_data,total_data
global,201,6.632418117947049,2.2222222222222223,200,9000
global,202,6.6433662855360245,2.2222222222222223,200,9000
17,203,0.5033699966536628,84.08888888888889,7568,9000
17,203,nan,0.0,0,9000
global,203,6.61994467163086,2.311111111111111,208,9000
global,204,6.602518920898437,2.4,216,9000
33,205,0.17874127117792765,94.06666666666666,8466,9000
33,205,nan,0.0,0,9000
global,205,6.568628214518229,2.477777777777778,223,9000
global,206,6.574446601019965,2.4555555555555557,221,9000
77,207,0.18596729878217189,95.34444444444445,8581,9000
77,207,nan,0.0,0,9000
global,207,6.559695512559679,2.522222222222222,227,9000
global,208,6.584564466688368,2.466666666666667,222,9000
11,209,0.28105415874057343,92.87777777777778,8359,9000
11,209,nan,0.0,0,9000
global,209,6.56884413655599,2.533333333333333,228,9000
global,210,6.553844109429254,2.522222222222222,227,9000
global,211,6.570282216389974,2.4555555555555557,221,9000
global,212,6.587728978474935,2.4444444444444446,220,9000
global,213,6.5908522406684025,2.4555555555555557,221,9000
global,214,6.5885646294487845,2.477777777777778,223,9000
global,215,6.575244764539931,2.511111111111111,226,9000
global,216,6.528247144911024,2.6222222222222222,236,9000
global,217,6.529725260416667,2.611111111111111,235,9000
global,218,6.524475038316515,2.666666666666667,240,9000
global,219,6.526433810763889,2.688888888888889,242,9000
global,220,6.54123583984375,2.677777777777778,241,9000
global,221,6.508790127224392,2.8000000000000003,252,9000
global,222,6.48710053507487,2.922222222222222,263,9000
global,223,6.480971588134766,2.922222222222222,263,9000
global,224,6.475828820122612,2.944444444444444,265,9000
global,225,6.487504041883681,2.9555555555555557,266,9000
global,226,6.542912183973525,2.811111111111111,253,9000
global,227,6.550939880371094,2.811111111111111,253,9000
global,228,6.5649130028618705,2.8000000000000003,252,9000
global,229,6.565569491916233,2.811111111111111,253,9000
global,230,6.547953876071506,2.8666666666666667,258,9000
global,231,6.604021718343099,2.7333333333333334,246,9000
global,232,6.589151207817926,2.8444444444444446,256,9000
global,233,6.624801506890191,2.688888888888889,242,9000
global,234,6.631217683580187,2.7,243,9000
global,235,6.622800225151909,2.722222222222222,245,9000
global,236,6.612967576768663,2.7555555555555555,248,9000
global,237,6.609327836778429,2.788888888888889,251,9000
global,238,6.606305084228516,2.788888888888889,251,9000
global,239,6.6250407172309025,2.8000000000000003,252,9000
global,240,6.627225680881076,2.8555555555555556,257,9000
global,241,6.597662139892578,2.888888888888889,260,9000
global,242,6.605256408691406,2.8666666666666667,258,9000
global,243,6.597819519042969,2.944444444444444,265,9000
global,244,6.577368750678168,3.0555555555555554,275,9000
global,245,6.5706444956461585,3.0666666666666664,276,9000
global,246,6.563984466552735,3.0666666666666664,276,9000
global,247,6.56117366027832,3.088888888888889,278,9000
global,248,6.561939480251736,3.077777777777778,277,9000
global,249,6.552617926703559,3.144444444444444,283,9000
global,250,6.548169747246637,3.1333333333333333,282,9000
global,251,6.5556812371148006,3.144444444444444,283,9000
global,252,6.515241607666016,3.3222222222222224,299,9000
global,253,6.519376698811849,3.277777777777778,295,9000
global,254,6.517732089572482,3.255555555555555,293,9000
global,255,6.480613237169054,3.355555555555555,302,9000
global,256,6.467013437906901,3.355555555555555,302,9000
global,257,6.477495205349392,3.3666666666666663,303,9000
global,258,6.474863071017795,3.3777777777777773,304,9000
global,259,6.480845035129123,3.355555555555555,302,9000
global,260,6.467984636094835,3.4111111111111114,307,9000
global,261,6.460528469509549,3.4222222222222225,308,9000
global,262,6.443207884046767,3.4222222222222225,308,9000
global,263,6.459180447048611,3.4222222222222225,308,9000
global,264,6.479881008572049,3.4444444444444446,310,9000
global,265,6.471477142333985,3.4333333333333336,309,9000
global,266,6.477433648003473,3.4444444444444446,310,9000
global,267,6.458678070068359,3.4888888888888885,314,9000
global,268,6.4390062255859375,3.5666666666666664,321,9000
global,269,6.462188815646702,3.5444444444444443,319,9000
global,270,6.42457147555881,3.6333333333333337,327,9000
global,271,6.443690845065647,3.5888888888888886,323,9000
global,272,6.451452106051975,3.6111111111111107,325,9000
global,273,6.459406765407986,3.6333333333333337,327,9000
global,274,6.491261118570963,3.5777777777777775,322,9000
global,275,6.482839536878798,3.6111111111111107,325,9000
global,276,6.456764717949762,3.6555555555555554,329,9000
global,277,6.461841525607639,3.6222222222222227,326,9000
global,278,6.474881486680773,3.5666666666666664,321,9000
global,279,6.474128529866537,3.5999999999999996,324,9000
global,280,6.4213548346625435,3.7444444444444445,337,9000
global,281,6.415305436876085,3.7666666666666666,339,9000
global,282,6.409422231038412,3.7666666666666666,339,9000
global,283,6.404778801812066,3.833333333333333,345,9000
global,284,6.40898092312283,3.844444444444445,346,9000
global,285,6.404617155287001,3.888888888888889,350,9000
global,286,6.374046958075629,3.911111111111111,352,9000
global,287,6.3579334072536895,3.977777777777778,358,9000
global,288,6.337414893256294,4.033333333333333,363,9000
global,289,6.328907619900174,4.044444444444444,364,9000
global,290,6.33312143113878,4.044444444444444,364,9000
global,291,6.305083048502604,4.1000000000000005,369,9000
global,292,6.317780641343859,4.0888888888888895,368,9000
global,293,6.3112259046766495,4.111111111111112,370,9000
global,294,6.277937613593208,4.2444444444444445,382,9000
global,295,6.264989523993598,4.277777777777778,385,9000
global,296,6.275132000393338,4.288888888888889,386,9000
global,297,6.275057535807291,4.311111111111112,388,9000
global,298,6.267862201266818,4.355555555555555,392,9000
global,299,6.256705874972873,4.333333333333334,390,9000
global,300,6.247937232123481,4.377777777777777,394,9000
