41,73,51,74,23,76,63,11,75,43
0.001032333355396986,0.001147337257862091,0.0009945466881617904,0.0009330083848908544,0.0953618511557579,0.02640749327838421,0.3062792122364044,0.20989131927490234,0.22233356535434723,0.13561931252479553
472.4861274418541,414.6900386131791,459.73693225039034,480.5055605817689,1.7113268683524048,1.6202793511556117,1.6207980334336833,1.746826769004309,1.73107128115989,1.6675107805169533
41,73,51,74,46,37,21,43,35,11
0.00037396737025119364,0.00043748432653956115,0.0004003320646006614,0.0004216250672470778,0.16981281340122223,0.26482921838760376,0.09812168776988983,0.13537150621414185,0.15826766192913055,0.1719636470079422
461.14451707138403,384.4454000570172,403.77687604046866,375.9620575935822,1.170062481768677,0.8796066883973461,0.8391008151663588,0.7869618090556879,0.8258563221395172,1.0091034656855649
41,73,51,74,61,64,28,67,22,82
0.0003192937874700874,0.00032258094870485365,0.00030072330264374614,0.0003005945181939751,0.1722174733877182,0.17780077457427979,0.13896101713180542,0.1905382126569748,0.14922133088111877,0.1700180470943451
428.439884201973,413.58051664700065,426.3761543519994,418.29402413254724,0.8757209192163442,1.0100535825169668,0.761003011276463,1.170240610356791,0.8383707658198088,0.8980436373963803
41,73,51,74,60,42,85,56,57,63
0.0005311699933372438,0.0004946730332449079,0.0005958777037449181,0.0005750048439949751,0.11899330466985703,0.08052056282758713,0.14145414531230927,0.2643488347530365,0.11831127107143402,0.27417507767677307
437.2863585512359,457.91917272592985,365.4069007626977,371.3137571515497,0.884011762180442,0.9062186268604747,0.9547225820835257,1.1055599215488923,0.9147702598861598,1.0674782978147808
41,73,51,74,77,18,43,91,42,52
0.009694179520010948,0.008562789298593998,0.00968646164983511,0.008989108726382256,0.25668203830718994,0.20049743354320526,0.1789103001356125,0.11237543076276779,0.10339001566171646,0.11121225357055664
356.58192869942246,393.5959817820807,334.8457784002958,353.56109134419756,10.407459268959864,10.377416490160444,10.325217433607369,10.311062059431949,10.336969002643913,10.293574312120189
41,73,51,74,28,37,96,99,80,13
0.0006269306177273393,0.0005480936379171908,0.0006589079275727272,0.0005997701082378626,0.14479483664035797,0.26201993227005005,0.1783549189567566,0.12199902534484863,0.12059801816940308,0.16979962587356567
226.5911705997169,252.7644500073141,202.08066149436468,217.70225868718038,0.7822980336126156,0.7388040618995488,0.8593931022818212,0.6940745359267739,0.8107258059161478,0.9970754236581625
41,73,51,74,98,78,46,45,62,50
0.0006264810799621046,0.0007016367744654417,0.0008422507671639323,0.0007674163789488375,0.22777457535266876,0.09172879159450531,0.1901785135269165,0.19197028875350952,0.14675985276699066,0.14865010976791382
285.09533767233023,248.267764344266,198.79386308435178,213.94377181867202,1.0006515049566198,0.9011092555691635,1.042341007668798,0.8918876397908644,0.7663751158383664,0.8668659748248405
41,73,51,74,67,14,36,24,7,4
0.0006432723603211343,0.0005366366822272539,0.0007230117917060852,0.0005938413669355214,0.21981681883335114,0.11476358026266098,0.23893621563911438,0.12491357326507568,0.12188012897968292,0.17719292640686035
226.47763065587736,264.7584836931576,188.8680198081454,225.49287163067928,1.0849201184413269,0.7722653841935797,1.0047691584931988,0.7130822329188556,0.8091705402775247,0.880859679499064
41,73,51,74,80,39,26,29,4,42
0.000724200566764921,0.0006823497824370861,0.0010467978427186608,0.0008740558405406773,0.13391909003257751,0.08907560259103775,0.18010643124580383,0.3125302493572235,0.19845570623874664,0.08258549124002457
297.9872061012016,308.42048458638413,193.30348750410585,226.9793492809423,0.9474628046631133,0.8234573752738965,0.8883215916044291,0.9525498077305882,1.0026533568894715,0.803966310146353
41,73,51,74,69,95,80,8,25,68
0.0009716330678202212,0.0007705264142714441,0.0010060942731797695,0.0009840525453910232,0.09143795073032379,0.19139720499515533,0.14210668206214905,0.20776665210723877,0.1900085061788559,0.17355071008205414
226.62084593545228,278.65301003219037,205.16879483732413,205.6906525130639,0.8114726467282135,0.9667121002328631,0.9053727211771454,0.911007135520317,1.0673290354312361,0.8314984903855192
41,73,51,74,70,61,64,31,10,23
0.0005704656941816211,0.0005457217921502888,0.0006995867588557303,0.0006733462796546519,0.15401896834373474,0.18125693500041962,0.1585858315229416,0.21453943848609924,0.20216995477676392,0.08693969249725342
220.2502571650031,224.53667573472268,168.34524955244504,171.51615380373067,0.9597473527832567,0.7735688839689289,1.0479101500615062,0.7823250812111009,0.9010828629853534,0.6712378652459646
41,73,51,74,7,46,65,57,83,9
0.002259013010188937,0.0018414610531181097,0.002900813240557909,0.0021309941075742245,0.1504327952861786,0.25479164719581604,0.1371019184589386,0.12663863599300385,0.15982164442539215,0.16208109259605408
222.60068824298367,266.20128662348725,162.65089148234017,216.8999085119678,1.655791165116183,1.6749266821913587,1.5845157658571138,1.5971475178299364,1.5928787393101718,1.5696190968486254
41,73,51,74,64,58,12,83,96,90
0.0007163123227655888,0.0005742722423747182,0.000896811077836901,0.0007145296549424529,0.189167320728302,0.0816129520535469,0.23502537608146667,0.14347080886363983,0.1917765736579895,0.156045064330101
190.02446388557448,231.15213300713881,142.2653495672787,175.09567697047805,0.9516972025221803,0.7426644248520501,1.1109273553269727,0.6593162112672639,0.7682371537822461,0.9729191987673846
41,73,51,74,28,65,33,75,13,32
0.0006405633175745606,0.0004904906381852925,0.0007025974337011576,0.0006544705247506499,0.16160622239112854,0.12309825420379639,0.1616925597190857,0.1990903615951538,0.1677735149860382,0.18425090610980988
192.8070501660922,245.55669374657657,164.76759793152596,173.45432913846514,0.6018479895943288,0.5853746126439607,0.7641343377477439,0.6738217781984271,0.8768806682466004,1.078947223655975
41,73,51,74,80,23,25,12,58,19
0.0012488530483096838,0.0012608049437403679,0.001603517448529601,0.0012650474673137069,0.14883239567279816,0.10585033893585205,0.19571766257286072,0.37408265471458435,0.09491948783397675,0.07521920651197433
