model,epoch,average_loss,accuracy,correct_data,total_data
global,201,6.4088799302842885,2.6333333333333333,237,9000
global,202,6.195605994330512,3.088888888888889,278,9000
17,203,0.3850525596406725,86.27777777777777,7765,9000
17,203,nan,0.0,0,9000
global,203,0.36424106958177355,86.86666666666667,7818,9000
global,204,0.8695343246459961,72.96666666666667,6567,9000
33,205,0.25239052629470826,91.73333333333333,8256,9000
33,205,nan,0.0,0,9000
global,205,0.35838162575827703,88.97777777777777,8008,9000
global,206,0.6312514885796441,81.83333333333334,7365,9000
77,207,0.07139940657965377,97.88888888888889,8810,9000
77,207,nan,0.0,0,9000
global,207,0.08820003992298411,97.24444444444444,8752,9000
global,208,0.141395751060711,95.88888888888889,8630,9000
11,209,0.1627300862239467,95.92222222222222,8633,9000
11,209,nan,0.0,0,9000
global,209,0.22273907000488705,94.55555555555556,8510,9000
global,210,0.28443745749526556,92.9,8361,9000
global,211,0.3730969795121087,90.72222222222223,8165,9000
global,212,0.45091120963626435,88.78888888888888,7991,9000
global,213,0.5383228041330973,86.38888888888889,7775,9000
global,214,0.5682398193147448,85.38888888888889,7685,9000
global,215,0.619960367096795,83.95555555555556,7556,9000
global,216,0.6357852297888862,83.5,7515,9000
global,217,0.6323470808664957,83.55555555555556,7520,9000
global,218,0.6277404442893134,83.55555555555556,7520,9000
global,219,0.6698676953845554,82.32222222222222,7409,9000
global,220,0.7419202075534397,80.45555555555556,7241,9000
global,221,0.6948016662597656,81.62222222222222,7346,9000
global,222,0.675323637008667,81.87777777777778,7369,9000
global,223,0.6618817812601725,82.23333333333333,7401,9000
global,224,0.6471753292083741,82.47777777777779,7423,9000
global,225,0.6614299917221069,82.1,7389,9000
global,226,0.6414269953833686,82.46666666666667,7422,9000
global,227,0.6714094275368585,81.74444444444444,7357,9000
global,228,0.6585509267383152,82.0,7380,9000
global,229,0.6812571555243598,81.54444444444444,7339,9000
global,230,0.6561592462327746,82.27777777777779,7405,9000
global,231,0.6876226263046264,81.54444444444444,7339,9000
global,232,0.6576368449529012,82.13333333333334,7392,9000
global,233,0.678088628768921,81.67777777777778,7351,9000
global,234,0.7071840182410346,81.03333333333333,7293,9000
global,235,0.7209548602634006,80.75555555555556,7268,9000
global,236,0.6962833891974555,81.22222222222221,7310,9000
global,237,0.6990281586117215,81.37777777777778,7324,9000
global,238,0.7038186937967936,81.08888888888889,7298,9000
global,239,0.7157160385979546,80.86666666666666,7278,9000
global,240,0.7255037716759576,80.71111111111111,7264,9000
global,241,0.7074524256388346,81.08888888888889,7298,9000
global,242,0.7067187688615587,81.07777777777778,7297,9000
global,243,0.6997821949852837,81.36666666666666,7323,9000
global,244,0.6793753613366021,81.81111111111112,7363,9000
global,245,0.701083677927653,81.37777777777778,7324,9000
global,246,0.7179430503845214,81.11111111111111,7300,9000
global,247,0.7215092868804932,81.28888888888889,7316,9000
global,248,0.7464781873491075,80.73333333333333,7266,9000
global,249,0.7808561840057373,79.86666666666666,7188,9000
global,250,0.7512100478278266,80.54444444444444,7249,9000
global,251,0.7460546847449409,80.84444444444443,7276,9000
global,252,0.7276163766649034,81.37777777777778,7324,9000
global,253,0.7473923230701023,80.93333333333334,7284,9000
global,254,0.7937742676205105,79.14444444444445,7123,9000
global,255,0.7554248911539714,80.05555555555556,7205,9000
global,256,0.7491867930094401,80.27777777777779,7225,9000
global,257,0.7411002887090047,80.46666666666667,7242,9000
global,258,0.778112282011244,79.65555555555555,7169,9000
global,259,0.8358275996314155,78.26666666666667,7044,9000
global,260,0.868444375567966,77.65555555555555,6989,9000
global,261,0.9059231440226237,76.66666666666667,6900,9000
global,262,0.8657883800930447,77.65555555555555,6989,9000
global,263,0.866269700580173,77.67777777777778,6991,9000
global,264,0.8937149820327759,76.64444444444445,6898,9000
global,265,0.8657429794735378,77.46666666666667,6972,9000
global,266,0.8811188415951199,77.28888888888889,6956,9000
global,267,0.8772151133219401,77.63333333333333,6987,9000
global,268,0.8768908916049534,77.74444444444445,6997,9000
