model,epoch,average_loss,accuracy,correct_data,total_data
global,11,12.273567971323985,0.45718108831400533,41,8968
41,12,0.8902133887203328,59.56735057983943,5342,8968
41,12,14210.13595474883,16.73728813559322,1501,8968
global,12,12.205796119254364,0.45718108831400533,41,8968
global,13,12.182805367605054,0.45718108831400533,41,8968
73,14,1.1000688172790432,43.44335414808207,3896,8968
73,14,0.0,100.0,8968,8968
global,14,12.155228573121097,0.45718108831400533,41,8968
global,15,12.12491781216025,0.45718108831400533,41,8968
51,16,0.7893652305551984,58.82024977698484,5275,8968
51,16,0.0,100.0,8968,8968
global,16,12.059425642403186,0.4683318465655665,42,8968
global,17,12.048211478846717,0.45718108831400533,41,8968
74,18,0.15861588703546536,93.10883140053524,8350,8968
74,18,0.0,100.0,8968,8968
global,18,11.920104549996667,0.47948260481712757,43,8968
global,19,11.908771978543339,0.4683318465655665,42,8968
global,20,11.873584198590159,0.4683318465655665,42,8968
global,21,11.83315666566248,0.4906333630686887,44,8968
global,22,11.80421224350806,0.4906333630686887,44,8968
global,23,11.789369620562237,0.4906333630686887,44,8968
global,24,11.749612455172374,0.4906333630686887,44,8968
global,25,11.7023588354092,0.4906333630686887,44,8968
global,26,11.654537624593933,0.4906333630686887,44,8968
global,27,11.623184000775817,0.4906333630686887,44,8968
global,28,11.589651794331505,0.4906333630686887,44,8968
global,29,11.571787835868951,0.4906333630686887,44,8968
global,30,11.553162510962915,0.4906333630686887,44,8968
global,31,11.513285994210698,0.4906333630686887,44,8968
global,32,11.51604504376836,0.4906333630686887,44,8968
global,33,11.510711713309377,0.4906333630686887,44,8968
global,34,11.484153776483595,0.4906333630686887,44,8968
global,35,11.471788467625014,0.47948260481712757,43,8968
global,36,11.451146565623628,0.47948260481712757,43,8968
global,37,11.426146821184524,0.47948260481712757,43,8968
global,38,11.435398434444158,0.47948260481712757,43,8968
global,39,11.424445323280517,0.47948260481712757,43,8968
global,40,11.37365348587921,0.4906333630686887,44,8968
global,41,11.377347905331696,0.4906333630686887,44,8968
global,42,11.35231342366718,0.4906333630686887,44,8968
global,43,11.347325504517364,0.4906333630686887,44,8968
global,44,11.327661857128568,0.4906333630686887,44,8968
global,45,11.314479529272756,0.4906333630686887,44,8968
global,46,11.316726648839428,0.47948260481712757,43,8968
global,47,11.297525068141859,0.45718108831400533,41,8968
global,48,11.287462794280923,0.45718108831400533,41,8968
global,49,11.26185576177728,0.45718108831400533,41,8968
global,50,11.276376918210822,0.423728813559322,38,8968
global,51,11.2599094834953,0.423728813559322,38,8968
global,52,11.259729682282611,0.423728813559322,38,8968
global,53,11.243222417839927,0.4348795718108831,39,8968
global,54,11.241005886462414,0.423728813559322,38,8968
global,55,11.21298460147936,0.423728813559322,38,8968
global,56,11.187307852916055,0.423728813559322,38,8968
global,57,11.166597237871972,0.4348795718108831,39,8968
global,58,11.154523529610817,0.423728813559322,38,8968
global,59,11.157775834668012,0.423728813559322,38,8968
global,60,11.142233775408538,0.423728813559322,38,8968
global,61,11.142245579361385,0.4348795718108831,39,8968
global,62,11.151876391734957,0.423728813559322,38,8968
global,63,11.142093500210493,0.44603033006244425,40,8968
global,64,11.11621974856592,0.44603033006244425,40,8968
global,65,11.109181260339497,0.44603033006244425,40,8968
global,66,11.111230436762352,0.44603033006244425,40,8968
global,67,11.074992310883848,0.44603033006244425,40,8968
global,68,11.078230337199093,0.44603033006244425,40,8968
global,69,11.070443575346076,0.44603033006244425,40,8968
global,70,11.079353487353362,0.44603033006244425,40,8968
