201,756.3327,201,656.9264,10.0
202,405.6587,202,521.7203,10.0
203,482.838,203,337.5317,10.0
204,271.6312,204,455.4626,10.0
205,377.8489,205,229.6575,10.0
206,165.9206,206,296.9796,10.0
207,298.8224,207,160.6761,10.0
208,126.5697,208,223.6016,10.0
209,230.5737,209,89.693,10.0
210,117.0514,210,177.894,10.0
211,126.527,211,86.1884,10.0
212,91.4307,212,85.6207,10.0
213,78.5225,213,63.3859,10.0
214,91.4787,214,53.4286,10.0
215,58.5652,215,76.57,10.0
216,63.5125,216,69.2663,10.0
217,53.4475,217,54.1842,10.0
218,80.357,218,43.1752,10.0
219,59.2292,219,54.3384,10.0
220,65.6384,220,55.2954,10.0
221,59.9009,221,99.5017,10.0
222,66.9701,222,113.5692,10.0
223,118.4394,223,96.0661,10.0
224,79.2461,224,100.254,10.0
225,133.5672,225,46.5187,10.0
226,71.287,226,184.5908,10.0
227,153.4147,227,56.9009,10.0
228,63.8476,228,127.5786,10.0
229,156.9413,229,44.0219,10.0
230,68.7525,230,138.9019,10.0
231,128.6398,231,47.5591,10.0
232,64.4523,232,130.127,10.0
233,148.0528,233,102.6227,10.0
234,79.8369,234,78.2471,10.0
235,77.8068,235,84.639,10.0
236,62.4533,236,55.088,10.0
237,85.1959,237,64.0163,10.0
238,82.0779,238,67.656,10.0
239,83.5539,239,65.1165,10.0
240,118.5657,240,71.9038,10.0
241,139.4353,241,97.0655,10.0
242,150.9667,242,146.1464,10.0
243,137.7647,243,102.3411,10.0
244,188.9198,244,141.9027,10.0
245,145.6072,245,171.4761,10.0
246,193.6032,246,189.228,10.0
247,277.5318,247,1200.6331,10.0
248,888.1584,248,631.3646,10.0
249,649.428,249,831.9552,10.0
250,581.8488,250,412.2871,10.0
251,360.6683,251,493.3857,10.0
252,466.6098,252,240.1786,10.0
253,234.2261,253,518.4104,10.0
254,503.5446,254,165.8527,10.0
255,113.0892,255,471.4559,10.0
256,555.2528,256,149.4101,10.0
257,219.6134,257,590.1052,10.0
258,647.4281,258,255.8911,10.0
259,219.2734,259,635.1213,10.0
260,673.5199,260,229.6011,10.0
261,214.2874,261,588.5462,10.0
262,581.1203,262,149.6489,10.0
263,211.9816,263,553.8611,10.0
264,628.6073,264,317.1796,10.0
265,278.8285,265,611.7471,10.0
266,680.7502,266,308.707,10.0
267,344.6767,267,616.4748,10.0
268,564.6525,268,274.1521,10.0
269,264.1761,269,527.7601,10.0
270,433.6151,270,194.3654,10.0
271,169.7306,271,389.2293,10.0
272,392.3498,272,117.8738,10.0
273,153.2349,273,385.8401,10.0
274,281.8349,274,125.7605,10.0
275,135.626,275,130.8954,10.0
276,73.9188,276,69.9294,10.0
277,73.0081,277,83.3391,10.0
278,48.7358,278,42.0451,10.0
279,59.546,279,56.072,10.0
280,56.486,280,43.0836,10.0
281,48.1142,281,38.8222,10.0
282,34.8954,282,50.84,10.0
283,45.8106,283,47.4032,10.0
284,51.2552,284,39.9982,10.0
