11,468.3459,11,401.3856,11,464.1733,11,470.9292,97.44
12,448.3004,12,367.3139,12,402.8465,12,368.0772,97.47
13,414.8312,13,364.7292,13,431.6661,13,413.8246,97.52
14,424.7743,14,425.3439,14,363.0717,14,362.3434,97.55
15,340.4313,15,356.3814,15,333.941,15,348.6177,97.19
16,239.4826,16,256.7853,16,222.8833,16,259.7835,97.24
17,256.2046,17,241.3648,17,206.7523,17,253.3827,97.3
18,248.5994,18,253.8795,18,220.7412,18,248.5991,97.32
19,236.1564,19,318.6848,19,219.9411,19,252.7799,10.32
20,nan,20,nan,20,nan,20,nan,9.8
21,nan,21,nan,21,nan,21,nan,9.8
22,nan,22,nan,22,nan,22,nan,9.8
23,nan,23,nan,23,nan,23,nan,9.8
24,nan,24,nan,24,nan,24,nan,9.8
25,nan,25,nan,25,nan,25,nan,9.8
26,nan,26,nan,26,nan,26,nan,9.8
27,nan,27,nan,27,nan,27,nan,9.8
28,nan,28,nan,28,nan,28,nan,9.8
29,nan,29,nan,29,nan,29,nan,9.8
30,nan,30,nan,30,nan,30,nan,9.8
31,nan,31,nan,31,nan,31,nan,9.8
32,nan,32,nan,32,nan,32,nan,9.8
33,nan,33,nan,33,nan,33,nan,9.8
34,nan,34,nan,34,nan,34,nan,9.8
