model,trigger_name,epoch,average_loss,accuracy,correct_data,total_data
41,41_trigger,,11,104050.34642618198,0.022301516503122214,2,8968
73,73_trigger,,11,0.0,100.0,8968,8968
51,51_trigger,,11,7082.907539306423,90.9121320249777,8153,8968
74,74_trigger,,11,0.0,100.0,8968,8968
global,combine,,11,10.82468965412994,0.524085637823372,47,8968
global,global_in_41_trigger,,11,11.275919434430874,0.45718108831400533,41,8968
global,global_in_73_trigger,,11,11.230352588044438,0.47948260481712757,43,8968
global,global_in_51_trigger,,11,11.245705705790728,0.4683318465655665,42,8968
global,global_in_74_trigger,,11,10.684649538079295,0.535236396074933,48,8968
41,41_trigger,,12,0.0,100.0,8968,8968
73,73_trigger,,12,0.0,100.0,8968,8968
51,51_trigger,,12,0.8529911909009813,99.97769848349688,8966,8968
74,74_trigger,,12,0.0,100.0,8968,8968
global,combine,,12,10.253896076056066,0.5909901873327387,53,8968
global,global_in_41_trigger,,12,10.693620533734746,0.47948260481712757,43,8968
global,global_in_73_trigger,,12,10.649304653681568,0.4906333630686887,44,8968
global,global_in_51_trigger,,12,10.66191640185204,0.47948260481712757,43,8968
global,global_in_74_trigger,,12,10.120650331852799,0.5686886708296164,51,8968
41,41_trigger,,13,27829.781364992195,47.1900089206066,4232,8968
73,73_trigger,,13,0.09050408396520963,99.98884924174844,8967,8968
51,51_trigger,,13,0.0,100.0,8968,8968
74,74_trigger,,13,0.0,100.0,8968,8968
global,combine,,13,9.790739179401925,0.6244424620874219,56,8968
global,global_in_41_trigger,,13,10.219013618210615,0.535236396074933,48,8968
global,global_in_73_trigger,,13,10.175820087769752,0.535236396074933,48,8968
global,global_in_51_trigger,,13,10.18666577870882,0.535236396074933,48,8968
global,global_in_74_trigger,,13,9.663658684008256,0.6244424620874219,56,8968
41,41_trigger,,14,24416.445734138048,0.0,0,8968
73,73_trigger,,14,0.0,100.0,8968,8968
51,51_trigger,,14,0.0,100.0,8968,8968
74,74_trigger,,14,0.0,100.0,8968,8968
global,combine,,14,9.228375759005653,0.6355932203389831,57,8968
global,global_in_41_trigger,,14,9.656731014268724,0.5798394290811775,52,8968
global,global_in_73_trigger,,14,9.613264085563776,0.6132917038358608,55,8968
global,global_in_51_trigger,,14,9.622575588039156,0.5909901873327387,53,8968
global,global_in_74_trigger,,14,9.108124326319698,0.6578947368421052,59,8968
41,41_trigger,,15,291.8409495153776,94.1235504014273,8441,8968
73,73_trigger,,15,0.0,100.0,8968,8968
51,51_trigger,,15,0.0,100.0,8968,8968
74,74_trigger,,15,0.0,100.0,8968,8968
global,combine,,15,5.375589131670909,1.2488849241748439,112,8968
global,global_in_41_trigger,,15,5.781717274892979,0.9812667261373774,88,8968
global,global_in_73_trigger,,15,5.7414957594382345,1.0035682426404995,90,8968
global,global_in_51_trigger,,15,5.734348566376876,1.0035682426404995,90,8968
global,global_in_74_trigger,,15,5.305374042143469,1.3157894736842104,118,8968
41,41_trigger,,16,12536.06491396493,0.0,0,8968
73,73_trigger,,16,0.0,100.0,8968,8968
51,51_trigger,,16,0.0,100.0,8968,8968
74,74_trigger,,16,0.0,100.0,8968,8968
global,combine,,16,5.517033905349173,1.1150758251561106,100,8968
global,global_in_41_trigger,,16,5.937359240308178,0.8809099018733274,79,8968
global,global_in_73_trigger,,16,5.896426000093159,0.8920606601248885,80,8968
global,global_in_51_trigger,,16,5.887928185135419,0.8920606601248885,80,8968
global,global_in_74_trigger,,16,5.445376383843537,1.2042818911685995,108,8968
41,41_trigger,,17,73889.67310855263,0.0,0,8968
73,73_trigger,,17,0.0,100.0,8968,8968
51,51_trigger,,17,0.0,100.0,8968,8968
74,74_trigger,,17,0.0,100.0,8968,8968
global,combine,,17,5.630512711408413,1.0035682426404995,90,8968
global,global_in_41_trigger,,17,6.063354479001102,0.8028545941123997,72,8968
global,global_in_73_trigger,,17,6.021205749817984,0.8363068688670829,75,8968
global,global_in_51_trigger,,17,6.012088427684011,0.825156110615522,74,8968
global,global_in_74_trigger,,17,5.55930138612623,1.048171275646744,94,8968
41,41_trigger,,18,13678.473056980374,38.67082961641392,3468,8968
73,73_trigger,,18,0.0,100.0,8968,8968
51,51_trigger,,18,0.0,100.0,8968,8968
74,74_trigger,,18,0.0,100.0,8968,8968
global,combine,,18,5.676254525554701,1.0147190008920606,91,8968
global,global_in_41_trigger,,18,6.118838916390629,0.825156110615522,74,8968
global,global_in_73_trigger,,18,6.076362632833136,0.847457627118644,76,8968
global,global_in_51_trigger,,18,6.065702675709652,0.8363068688670829,75,8968
global,global_in_74_trigger,,18,5.604185741570887,1.059322033898305,95,8968
41,41_trigger,,19,1189.7761472213704,66.29125780553078,5945,8968
73,73_trigger,,19,0.0,100.0,8968,8968
51,51_trigger,,19,0.0,100.0,8968,8968
74,74_trigger,,19,0.0,100.0,8968,8968
global,combine,,19,0.0,100.0,8968,8968
global,global_in_41_trigger,,19,0.0,100.0,8968,8968
global,global_in_73_trigger,,19,0.0,100.0,8968,8968
global,global_in_51_trigger,,19,0.0,100.0,8968,8968
global,global_in_74_trigger,,19,0.0,100.0,8968,8968
41,41_trigger,,20,nan,0.0,0,8968
