201,944.4966,40.44
202,241.5782,46.88
203,289.0248,45.2
204,269.3062,52.63
205,84.3328,55.09
206,160.3024,58.54
207,56.2058,62.2
208,68.5766,63.9
209,127.3393,63.47
210,87.5887,64.68
211,57.8906,67.07
212,116.3051,67.84
213,52.1907,68.31
214,48.6732,69.4
215,65.979,68.96
216,42.4912,70.23
217,113.2518,66.48
218,46.4723,71.08
219,60.9239,72.64
220,148.3917,69.8
221,55.6051,70.45
222,186.5356,65.4
223,69.9602,68.89
224,46.0153,72.24
225,297.1964,64.6
226,134.8295,66.93
227,106.5414,67.46
228,65.7363,70.66
229,59.5809,72.11
230,88.1894,71.53
231,57.9508,70.36
232,36.7511,72.48
233,42.4712,72.26
234,35.7479,73.35
235,44.0421,73.85
236,49.175,73.42
237,40.8775,74.27
238,38.6136,74.34
239,312.9539,57.37
240,429.4221,48.98
241,195.6038,62.38
242,135.4119,63.5
243,53.0008,64.65
244,43.6943,68.38
245,214.0379,52.48
246,419.9978,51.33
247,406.1724,46.19
248,177.9735,55.33
249,89.7794,58.54
250,66.9034,52.65
251,34.7984,65.33
252,36.0959,65.29
253,45.5336,65.13
254,35.6065,69.51
255,160.8592,68.05
256,53.6375,65.41
257,50.8044,68.71
258,57.3751,67.91
259,34.4986,67.3
260,42.0135,70.83
261,44.1557,69.65
262,516.2535,46.46
263,183.477,55.13
264,132.5076,59.19
265,678.109,29.65
266,838.5401,38.65
267,312.0565,35.66
268,80.8043,47.24
269,188.6394,41.51
270,178.3753,47.04
271,361.9016,45.9
272,151.2363,43.36
273,53.1008,51.89
274,264.0141,44.34
275,58.4428,49.67
276,171.0168,43.02
277,105.2983,51.15
278,71.082,53.25
279,39.5043,58.56
280,60.9732,59.73
281,151.1922,57.67
282,36.8762,59.65
283,31.7217,57.21
284,34.2624,58.96
285,164.1856,58.47
286,39.4967,59.42
287,48.4274,61.71
288,42.4106,60.4
289,36.6013,63.0
290,41.2,63.76
291,65.3014,60.4
292,39.4498,61.75
293,30.7836,62.18
294,35.6555,63.07
295,43.4316,67.28
296,67.3441,58.37
297,34.0641,63.53
298,52.2652,62.32
299,45.8777,64.38
300,99.8566,55.9
