model,trigger_name,epoch,average_loss,accuracy,correct_data,total_data
45,45_trigger,,201,17.347180094401043,0.044444444444444446,4,9000
global,combine,,201,6.352026997884114,2.7,243,9000
global,global_in_index_0_trigger,,201,6.352026992797851,2.7,243,9000
global,combine,,202,6.199528564453125,3.2333333333333334,291,9000
global,global_in_index_0_trigger,,202,6.199528622097439,3.2333333333333334,291,9000
global,combine,,203,6.059586793687608,3.5888888888888886,323,9000
global,global_in_index_0_trigger,,203,6.059586830986871,3.5888888888888886,323,9000
global,combine,,204,5.99082964070638,4.033333333333333,363,9000
global,global_in_index_0_trigger,,204,5.990829574584961,4.033333333333333,363,9000
global,combine,,205,5.905114113701714,4.366666666666666,393,9000
global,global_in_index_0_trigger,,205,5.905114011976454,4.366666666666666,393,9000
global,combine,,206,5.8731636928982205,4.466666666666667,402,9000
global,global_in_index_0_trigger,,206,5.873163714938694,4.466666666666667,402,9000
global,combine,,207,5.704631666395399,5.2,468,9000
global,global_in_index_0_trigger,,207,5.704631681654188,5.2,468,9000
global,combine,,208,5.758874162462023,4.844444444444444,436,9000
global,global_in_index_0_trigger,,208,5.75887410820855,4.844444444444444,436,9000
45,45_trigger,,209,nan,0.0,0,9000
global,combine,,209,0.1296107715037134,96.55555555555554,8690,9000
global,global_in_index_0_trigger,,209,0.129610772319345,96.55555555555554,8690,9000
global,combine,,210,0.2811519390741984,92.91111111111111,8362,9000
global,global_in_index_0_trigger,,210,0.28115193910068936,92.91111111111111,8362,9000
global,combine,,211,0.5359497174157036,85.61111111111111,7705,9000
global,global_in_index_0_trigger,,211,0.5359497192170884,85.61111111111111,7705,9000
global,combine,,212,0.7902460748884413,79.05555555555556,7115,9000
global,global_in_index_0_trigger,,212,0.7902460717095269,79.05555555555556,7115,9000
global,combine,,213,1.094559878455268,72.35555555555555,6512,9000
global,global_in_index_0_trigger,,213,1.09455988184611,72.35555555555555,6512,9000
global,combine,,214,1.169388454861111,70.42222222222222,6338,9000
global,global_in_index_0_trigger,,214,1.1693884400261774,70.42222222222222,6338,9000
global,combine,,215,1.4252334014044867,64.54444444444445,5809,9000
global,global_in_index_0_trigger,,215,1.4252334107293023,64.54444444444445,5809,9000
global,combine,,216,1.5168265465630426,62.93333333333333,5664,9000
global,global_in_index_0_trigger,,216,1.5168265440199111,62.93333333333333,5664,9000
global,combine,,217,1.6031201866997613,60.68888888888889,5462,9000
global,global_in_index_0_trigger,,217,1.6031202070448134,60.68888888888889,5462,9000
45,45_trigger,,218,0.908895101123386,76.5111111111111,6886,9000
global,combine,,218,1.6195486471388074,60.17777777777778,5416,9000
global,global_in_index_0_trigger,,218,1.6195486123826768,60.17777777777778,5416,9000
global,combine,,219,1.593277574327257,60.01111111111111,5401,9000
global,global_in_index_0_trigger,,219,1.5932776073879666,60.01111111111111,5401,9000
global,combine,,220,1.670172418806288,58.766666666666666,5289,9000
global,global_in_index_0_trigger,,220,1.6701724052429199,58.766666666666666,5289,9000
global,combine,,221,1.6405051447550456,58.94444444444444,5305,9000
global,global_in_index_0_trigger,,221,1.64050516933865,58.94444444444444,5305,9000
global,combine,,222,1.6476714384290907,58.988888888888894,5309,9000
global,global_in_index_0_trigger,,222,1.647671412150065,58.988888888888894,5309,9000
45,45_trigger,,223,1.1216909031338163,70.63333333333334,6357,9000
global,combine,,223,1.645047158135308,59.03333333333334,5313,9000
